cost_pH,cost_OM,cost_P,cost_K,budget,oracle_subset,oracle_cost,oracle_loss,greedy_subset,greedy_cost,greedy_loss,regret
0.5,4.0,4.0,0.5,5.0,OM,4.0,1.392692878617964,OM,4.0,1.392692878617964,0.0
0.5,4.0,4.0,0.5,8.0,OM,4.0,1.392692878617964,OM,4.0,1.392692878617964,0.0
0.5,4.0,4.0,0.5,8.5,OM,4.0,1.392692878617964,OM,4.0,1.392692878617964,0.0
0.5,4.0,4.0,0.5,9.0,OM,4.0,1.392692878617964,OM,4.0,1.392692878617964,0.0
0.5,4.0,4.0,1.0,0.0,none,0.0,1.442895927136219,none,0.0,1.442895927136219,0.0
0.5,4.0,4.0,1.0,0.5,none,0.0,1.442895927136219,none,0.0,1.442895927136219,0.0
0.5,4.0,4.0,1.0,1.0,none,0.0,1.442895927136219,none,0.0,1.442895927136219,0.0
0.5,4.0,4.0,1.0,1.5,none,0.0,1.442895927136219,none,0.0,1.442895927136219,0.0
0.5,4.0,4.0,1.0,4.0,OM,4.0,1.392692878617964,OM,4.0,1.392692878617964,0.0
0.5,4.0,4.0,1.0,4.5,OM,4.0,1.392692878617964,OM,4.0,1.392692878617964,0.0
0.5,4.0,4.0,1.0,5.0,OM,4.0,1.392692878617964,OM,4.0,1.392692878617964,0.0
0.5,4.0,4.0,1.0,5.5,OM,4.0,1.392692878617964,OM,4.0,1.392692878617964,0.0
0.5,4.0,4.0,1.0,8.0,OM,4.0,1.392692878617964,OM,4.0,1.392692878617964,0.0
0.5,4.0,4.0,1.0,8.5,OM,4.0,1.392692878617964,OM,4.0,1.392692878617964,0.0
0.5,4.0,4.0,1.0,9.0,OM,4.0,1.392692878617964,OM,4.0,1.392692878617964,0.0
0.5,4.0,4.0,1.0,9.5,OM,4.0,1.392692878617964,OM,4.0,1.392692878617964,0.0
0.5,4.0,4.0,2.0,0.0,none,0.0,1.442895927136219,none,0.0,1.442895927136219,0.0
0.5,4.0,4.0,2.0,0.5,none,0.0,1.442895927136219,none,0.0,1.442895927136219,0.0
0.5,4.0,4.0,2.0,2.0,none,0.0,1.442895927136219,none,0.0,1.442895927136219,0.0
0.5,4.0,4.0,2.0,2.5,none,0.0,1.442895927136219,none,0.0,1.442895927136219,0.0
0.5,4.0,4.0,2.0,4.0,OM,4.0,1.392692878617964,OM,4.0,1.392692878617964,0.0
0.5,4.0,4.0,2.0,4.5,OM,4.0,1.392692878617964,OM,4.0,1.392692878617964,0.0
0.5,4.0,4.0,2.0,6.0,OM,4.0,1.392692878617964,OM,4.0,1.392692878617964,0.0
0.5,4.0,4.0,2.0,6.5,OM,4.0,1.392692878617964,OM,4.0,1.392692878617964,0.0
0.5,4.0,4.0,2.0,8.0,OM,4.0,1.392692878617964,OM,4.0,1.392692878617964,0.0
0.5,4.0,4.0,2.0,8.5,OM,4.0,1.392692878617964,OM,4.0,1.392692878617964,0.0
0.5,4.0,4.0,2.0,10.0,OM,4.0,1.392692878617964,OM,4.0,1.392692878617964,0.0
0.5,4.0,4.0,2.0,10.5,OM,4.0,1.392692878617964,OM,4.0,1.392692878617964,0.0
0.5,4.0,4.0,4.0,0.0,none,0.0,1.442895927136219,none,0.0,1.442895927136219,0.0
0.5,4.0,4.0,4.0,0.5,none,0.0,1.442895927136219,none,0.0,1.442895927136219,0.0
0.5,4.0,4.0,4.0,4.0,OM,4.0,1.392692878617964,OM,4.0,1.392692878617964,0.0
0.5,4.0,4.0,4.0,4.5,OM,4.0,1.392692878617964,OM,4.0,1.392692878617964,0.0
0.5,4.0,4.0,4.0,8.0,OM,4.0,1.392692878617964,OM,4.0,1.392692878617964,0.0
0.5,4.0,4.0,4.0,8.5,OM,4.0,1.392692878617964,OM,4.0,1.392692878617964,0.0
0.5,4.0,4.0,4.0,12.0,OM,4.0,1.392692878617964,OM,4.0,1.392692878617964,0.0
0.5,4.0,4.0,4.0,12.5,OM,4.0,1.392692878617964,OM,4.0,1.392692878617964,0.0
1.0,0.5,0.5,0.5,0.0,none,0.0,1.442895927136219,none,0.0,1.442895927136219,0.0
1.0,0.5,0.5,0.5,0.5,OM,0.5,1.392692878617964,OM,0.5,1.392692878617964,0.0
1.0,0.5,0.5,0.5,1.0,OM,0.5,1.392692878617964,OM,0.5,1.392692878617964,0.0
1.0,0.5,0.5,0.5,1.5,OM,0.5,1.392692878617964,OM,0.5,1.392692878617964,0.0
1.0,0.5,0.5,0.5,2.0,OM,0.5,1.392692878617964,OM,0.5,1.392692878617964,0.0
1.0,0.5,0.5,0.5,2.5,OM,0.5,1.392692878617964,OM,0.5,1.392692878617964,0.0
1.0,0.5,0.5,1.0,0.0,none,0.0,1.442895927136219,none,0.0,1.442895927136219,0.0
1.0,0.5,0.5,1.0,0.5,OM,0.5,1.392692878617964,OM,0.5,1.392692878617964,0.0
1.0,0.5,0.5,1.0,1.0,OM,0.5,1.392692878617964,OM,0.5,1.392692878617964,0.0
1.0,0.5,0.5,1.0,1.5,OM,0.5,1.392692878617964,OM,0.5,1.392692878617964,0.0
1.0,0.5,0.5,1.0,2.0,OM,0.5,1.392692878617964,OM,0.5,1.392692878617964,0.0
1.0,0.5,0.5,1.0,2.5,OM,0.5,1.392692878617964,OM,0.5,1.392692878617964,0.0
1.0,0.5,0.5,1.0,3.0,OM,0.5,1.392692878617964,OM,0.5,1.392692878617964,0.0
1.0,0.5,0.5,2.0,0.0,none,0.0,1.442895927136219,none,0.0,1.442895927136219,0.0
1.0,0.5,0.5,2.0,0.5,OM,0.5,1.392692878617964,OM,0.5,1.392692878617964,0.0
1.0,0.5,0.5,2.0,1.0,OM,0.5,1.392692878617964,OM,0.5,1.392692878617964,0.0
1.0,0.5,0.5,2.0,1.5,OM,0.5,1.392692878617964,OM,0.5,1.392692878617964,0.0
1.0,0.5,0.5,2.0,2.0,OM,0.5,1.392692878617964,OM,0.5,1.392692878617964,0.0
1.0,0.5,0.5,2.0,2.5,OM,0.5,1.392692878617964,OM,0.5,1.392692878617964,0.0
1.0,0.5,0.5,2.0,3.0,OM,0.5,1.392692878617964,OM,0.5,1.392692878617964,0.0
1.0,0.5,0.5,2.0,3.5,OM,0.5,1.392692878617964,OM,0.5,1.392692878617964,0.0
1.0,0.5,0.5,2.0,4.0,OM,0.5,1.392692878617964,OM,0.5,1.392692878617964,0.0
1.0,0.5,0.5,4.0,0.0,none,0.0,1.442895927136219,none,0.0,1.442895927136219,0.0
1.0,0.5,0.5,4.0,0.5,OM,0.5,1.392692878617964,OM,0.5,1.392692878617964,0.0
1.0,0.5,0.5,4.0,1.0,OM,0.5,1.392692878617964,OM,0.5,1.392692878617964,0.0
1.0,0.5,0.5,4.0,1.5,OM,0.5,1.392692878617964,OM,0.5,1.392692878617964,0.0
1.0,0.5,0.5,4.0,2.0,OM,0.5,1.392692878617964,OM,0.5,1.392692878617964,0.0
1.0,0.5,0.5,4.0,4.0,OM,0.5,1.392692878617964,OM,0.5,1.392692878617964,0.0
1.0,0.5,0.5,4.0,4.5,OM,0.5,1.392692878617964,OM,0.5,1.392692878617964,0.0
1.0,0.5,0.5,4.0,5.0,OM,0.5,1.392692878617964,OM,0.5,1.392692878617964,0.0
1.0,0.5,0.5,4.0,5.5,OM,0.5,1.392692878617964,OM,0.5,1.392692878617964,0.0
1.0,0.5,0.5,4.0,6.0,OM,0.5,1.392692878617964,OM,0.5,1.392692878617964,0.0
1.0,0.5,1.0,0.5,0.0,none,0.0,1.442895927136219,none,0.0,1.442895927136219,0.0
1.0,0.5,1.0,0.5,0.5,OM,0.5,1.392692878617964,OM,0.5,1.392692878617964,0.0
1.0,0.5,1.0,0.5,1.0,OM,0.5,1.392692878617964,OM,0.5,1.392692878617964,0.0
1.0,0.5,1.0,0.5,1.5,OM,0.5,1.392692878617964,OM,0.5,1.392692878617964,0.0
1.0,0.5,1.0,0.5,2.0,OM,0.5,1.392692878617964,OM,0.5,1.392692878617964,0.0
1.0,0.5,1.0,0.5,2.5,OM,0.5,1.392692878617964,OM,0.5,1.392692878617964,0.0
1.0,0.5,1.0,0.5,3.0,OM,0.5,1.392692878617964,OM,0.5,1.392692878617964,0.0
1.0,0.5,1.0,1.0,0.0,none,0.0,1.442895927136219,none,0.0,1.442895927136219,0.0
1.0,0.5,1.0,1.0,0.5,OM,0.5,1.392692878617964,OM,0.5,1.392692878617964,0.0
1.0,0.5,1.0,1.0,1.0,OM,0.5,1.392692878617964,OM,0.5,1.392692878617964,0.0
1.0,0.5,1.0,1.0,1.5,OM,0.5,1.392692878617964,OM,0.5,1.392692878617964,0.0
1.0,0.5,1.0,1.0,2.0,OM,0.5,1.392692878617964,OM,0.5,1.392692878617964,0.0
1.0,0.5,1.0,1.0,2.5,OM,0.5,1.392692878617964,OM,0.5,1.392692878617964,0.0
1.0,0.5,1.0,1.0,3.0,OM,0.5,1.392692878617964,OM,0.5,1.392692878617964,0.0
1.0,0.5,1.0,1.0,3.5,OM,0.5,1.392692878617964,OM,0.5,1.392692878617964,0.0
1.0,0.5,1.0,2.0,0.0,none,0.0,1.442895927136219,none,0.0,1.442895927136219,0.0
1.0,0.5,1.0,2.0,0.5,OM,0.5,1.392692878617964,OM,0.5,1.392692878617964,0.0
1.0,0.5,1.0,2.0,1.0,OM,0.5,1.392692878617964,OM,0.5,1.392692878617964,0.0
1.0,0.5,1.0,2.0,1.5,OM,0.5,1.392692878617964,OM,0.5,1.392692878617964,0.0
1.0,0.5,1.0,2.0,2.0,OM,0.5,1.392692878617964,OM,0.5,1.392692878617964,0.0
1.0,0.5,1.0,2.0,2.5,OM,0.5,1.392692878617964,OM,0.5,1.392692878617964,0.0
1.0,0.5,1.0,2.0,3.0,OM,0.5,1.392692878617964,OM,0.5,1.392692878617964,0.0
1.0,0.5,1.0,2.0,3.5,OM,0.5,1.392692878617964,OM,0.5,1.392692878617964,0.0
1.0,0.5,1.0,2.0,4.0,OM,0.5,1.392692878617964,OM,0.5,1.392692878617964,0.0
1.0,0.5,1.0,2.0,4.5,OM,0.5,1.392692878617964,OM,0.5,1.392692878617964,0.0
1.0,0.5,1.0,4.0,0.0,none,0.0,1.442895927136219,none,0.0,1.442895927136219,0.0
1.0,0.5,1.0,4.0,0.5,OM,0.5,1.392692878617964,OM,0.5,1.392692878617964,0.0
1.0,0.5,1.0,4.0,1.0,OM,0.5,1.392692878617964,OM,0.5,1.392692878617964,0.0
1.0,0.5,1.0,4.0,1.5,OM,0.5,1.392692878617964,OM,0.5,1.392692878617964,0.0
1.0,0.5,1.0,4.0,2.0,OM,0.5,1.392692878617964,OM,0.5,1.392692878617964,0.0
1.0,0.5,1.0,4.0,2.5,OM,0.5,1.392692878617964,OM,0.5,1.392692878617964,0.0
1.0,0.5,1.0,4.0,4.0,OM,0.5,1.392692878617964,OM,0.5,1.392692878617964,0.0
1.0,0.5,1.0,4.0,4.5,OM,0.5,1.392692878617964,OM,0.5,1.392692878617964,0.0
1.0,0.5,1.0,4.0,5.0,OM,0.5,1.392692878617964,OM,0.5,1.392692878617964,0.0
1.0,0.5,1.0,4.0,5.5,OM,0.5,1.392692878617964,OM,0.5,1.392692878617964,0.0
1.0,0.5,1.0,4.0,6.0,OM,0.5,1.392692878617964,OM,0.5,1.392692878617964,0.0
1.0,0.5,1.0,4.0,6.5,OM,0.5,1.392692878617964,OM,0.5,1.392692878617964,0.0
1.0,0.5,2.0,0.5,0.0,none,0.0,1.442895927136219,none,0.0,1.442895927136219,0.0
1.0,0.5,2.0,0.5,0.5,OM,0.5,1.392692878617964,OM,0.5,1.392692878617964,0.0
1.0,0.5,2.0,0.5,1.0,OM,0.5,1.392692878617964,OM,0.5,1.392692878617964,0.0
1.0,0.5,2.0,0.5,1.5,OM,0.5,1.392692878617964,OM,0.5,1.392692878617964,0.0
1.0,0.5,2.0,0.5,2.0,OM,0.5,1.392692878617964,OM,0.5,1.392692878617964,0.0
1.0,0.5,2.0,0.5,2.5,OM,0.5,1.392692878617964,OM,0.5,1.392692878617964,0.0
1.0,0.5,2.0,0.5,3.0,OM,0.5,1.392692878617964,OM,0.5,1.392692878617964,0.0
1.0,0.5,2.0,0.5,3.5,OM,0.5,1.392692878617964,OM,0.5,1.392692878617964,0.0
1.0,0.5,2.0,0.5,4.0,OM,0.5,1.392692878617964,OM,0.5,1.392692878617964,0.0
1.0,0.5,2.0,1.0,0.0,none,0.0,1.442895927136219,none,0.0,1.442895927136219,0.0
1.0,0.5,2.0,1.0,0.5,OM,0.5,1.392692878617964,OM,0.5,1.392692878617964,0.0
1.0,0.5,2.0,1.0,1.0,OM,0.5,1.392692878617964,OM,0.5,1.392692878617964,0.0
1.0,0.5,2.0,1.0,1.5,OM,0.5,1.392692878617964,OM,0.5,1.392692878617964,0.0
1.0,0.5,2.0,1.0,2.0,OM,0.5,1.392692878617964,OM,0.5,1.392692878617964,0.0
1.0,0.5,2.0,1.0,2.5,OM,0.5,1.392692878617964,OM,0.5,1.392692878617964,0.0
1.0,0.5,2.0,1.0,3.0,OM,0.5,1.392692878617964,OM,0.5,1.392692878617964,0.0
1.0,0.5,2.0,1.0,3.5,OM,0.5,1.392692878617964,OM,0.5,1.392692878617964,0.0
1.0,0.5,2.0,1.0,4.0,OM,0.5,1.392692878617964,OM,0.5,1.392692878617964,0.0
1.0,0.5,2.0,1.0,4.5,OM,0.5,1.392692878617964,OM,0.5,1.392692878617964,0.0
1.0,0.5,2.0,2.0,0.0,none,0.0,1.442895927136219,none,0.0,1.442895927136219,0.0
1.0,0.5,2.0,2.0,0.5,OM,0.5,1.392692878617964,OM,0.5,1.392692878617964,0.0
1.0,0.5,2.0,2.0,1.0,OM,0.5,1.392692878617964,OM,0.5,1.392692878617964,0.0
1.0,0.5,2.0,2.0,1.5,OM,0.5,1.392692878617964,OM,0.5,1.392692878617964,0.0
1.0,0.5,2.0,2.0,2.0,OM,0.5,1.392692878617964,OM,0.5,1.392692878617964,0.0
1.0,0.5,2.0,2.0,2.5,OM,0.5,1.392692878617964,OM,0.5,1.392692878617964,0.0
1.0,0.5,2.0,2.0,3.0,OM,0.5,1.392692878617964,OM,0.5,1.392692878617964,0.0
1.0,0.5,2.0,2.0,3.5,OM,0.5,1.392692878617964,OM,0.5,1.392692878617964,0.0
1.0,0.5,2.0,2.0,4.0,OM,0.5,1.392692878617964,OM,0.5,1.392692878617964,0.0
1.0,0.5,2.0,2.0,4.5,OM,0.5,1.392692878617964,OM,0.5,1.392692878617964,0.0
1.0,0.5,2.0,2.0,5.0,OM,0.5,1.392692878617964,OM,0.5,1.392692878617964,0.0
1.0,0.5,2.0,2.0,5.5,OM,0.5,1.392692878617964,OM,0.5,1.392692878617964,0.0
1.0,0.5,2.0,4.0,0.0,none,0.0,1.442895927136219,none,0.0,1.442895927136219,0.0
1.0,0.5,2.0,4.0,0.5,OM,0.5,1.392692878617964,OM,0.5,1.392692878617964,0.0
1.0,0.5,2.0,4.0,1.0,OM,0.5,1.392692878617964,OM,0.5,1.392692878617964,0.0
1.0,0.5,2.0,4.0,1.5,OM,0.5,1.392692878617964,OM,0.5,1.392692878617964,0.0
1.0,0.5,2.0,4.0,2.0,OM,0.5,1.392692878617964,OM,0.5,1.392692878617964,0.0
1.0,0.5,2.0,4.0,2.5,OM,0.5,1.392692878617964,OM,0.5,1.392692878617964,0.0
1.0,0.5,2.0,4.0,3.0,OM,0.5,1.392692878617964,OM,0.5,1.392692878617964,0.0
1.0,0.5,2.0,4.0,3.5,OM,0.5,1.392692878617964,OM,0.5,1.392692878617964,0.0
1.0,0.5,2.0,4.0,4.0,OM,0.5,1.392692878617964,OM,0.5,1.392692878617964,0.0
1.0,0.5,2.0,4.0,4.5,OM,0.5,1.392692878617964,OM,0.5,1.392692878617964,0.0
1.0,0.5,2.0,4.0,5.0,OM,0.5,1.392692878617964,OM,0.5,1.392692878617964,0.0
1.0,0.5,2.0,4.0,5.5,OM,0.5,1.392692878617964,OM,0.5,1.392692878617964,0.0
1.0,0.5,2.0,4.0,6.0,OM,0.5,1.392692878617964,OM,0.5,1.392692878617964,0.0
1.0,0.5,2.0,4.0,6.5,OM,0.5,1.392692878617964,OM,0.5,1.392692878617964,0.0
1.0,0.5,2.0,4.0,7.0,OM,0.5,1.392692878617964,OM,0.5,1.392692878617964,0.0
1.0,0.5,2.0,4.0,7.5,OM,0.5,1.392692878617964,OM,0.5,1.392692878617964,0.0
1.0,0.5,4.0,0.5,0.0,none,0.0,1.442895927136219,none,0.0,1.442895927136219,0.0
1.0,0.5,4.0,0.5,0.5,OM,0.5,1.392692878617964,OM,0.5,1.392692878617964,0.0
1.0,0.5,4.0,0.5,1.0,OM,0.5,1.392692878617964,OM,0.5,1.392692878617964,0.0
1.0,0.5,4.0,0.5,1.5,OM,0.5,1.392692878617964,OM,0.5,1.392692878617964,0.0
1.0,0.5,4.0,0.5,2.0,OM,0.5,1.392692878617964,OM,0.5,1.392692878617964,0.0
1.0,0.5,4.0,0.5,4.0,OM,0.5,1.392692878617964,OM,0.5,1.392692878617964,0.0
1.0,0.5,4.0,0.5,4.5,OM,0.5,1.392692878617964,OM,0.5,1.392692878617964,0.0
1.0,0.5,4.0,0.5,5.0,OM,0.5,1.392692878617964,OM,0.5,1.392692878617964,0.0
1.0,0.5,4.0,0.5,5.5,OM,0.5,1.392692878617964,OM,0.5,1.392692878617964,0.0
1.0,0.5,4.0,0.5,6.0,OM,0.5,1.392692878617964,OM,0.5,1.392692878617964,0.0
1.0,0.5,4.0,1.0,0.0,none,0.0,1.442895927136219,none,0.0,1.442895927136219,0.0
1.0,0.5,4.0,1.0,0.5,OM,0.5,1.392692878617964,OM,0.5,1.392692878617964,0.0
1.0,0.5,4.0,1.0,1.0,OM,0.5,1.392692878617964,OM,0.5,1.392692878617964,0.0
1.0,0.5,4.0,1.0,1.5,OM,0.5,1.392692878617964,OM,0.5,1.392692878617964,0.0
1.0,0.5,4.0,1.0,2.0,OM,0.5,1.392692878617964,OM,0.5,1.392692878617964,0.0
1.0,0.5,4.0,1.0,2.5,OM,0.5,1.392692878617964,OM,0.5,1.392692878617964,0.0
1.0,0.5,4.0,1.0,4.0,OM,0.5,1.392692878617964,OM,0.5,1.392692878617964,0.0
1.0,0.5,4.0,1.0,4.5,OM,0.5,1.392692878617964,OM,0.5,1.392692878617964,0.0
1.0,0.5,4.0,1.0,5.0,OM,0.5,1.392692878617964,OM,0.5,1.392692878617964,0.0
1.0,0.5,4.0,1.0,5.5,OM,0.5,1.392692878617964,OM,0.5,1.392692878617964,0.0
1.0,0.5,4.0,1.0,6.0,OM,0.5,1.392692878617964,OM,0.5,1.392692878617964,0.0
1.0,0.5,4.0,1.0,6.5,OM,0.5,1.392692878617964,OM,0.5,1.392692878617964,0.0
1.0,0.5,4.0,2.0,0.0,none,0.0,1.442895927136219,none,0.0,1.442895927136219,0.0
1.0,0.5,4.0,2.0,0.5,OM,0.5,1.392692878617964,OM,0.5,1.392692878617964,0.0
1.0,0.5,4.0,2.0,1.0,OM,0.5,1.392692878617964,OM,0.5,1.392692878617964,0.0
1.0,0.5,4.0,2.0,1.5,OM,0.5,1.392692878617964,OM,0.5,1.392692878617964,0.0
1.0,0.5,4.0,2.0,2.0,OM,0.5,1.392692878617964,OM,0.5,1.392692878617964,0.0
1.0,0.5,4.0,2.0,2.5,OM,0.5,1.392692878617964,OM,0.5,1.392692878617964,0.0
1.0,0.5,4.0,2.0,3.0,OM,0.5,1.392692878617964,OM,0.5,1.392692878617964,0.0
1.0,0.5,4.0,2.0,3.5,OM,0.5,1.392692878617964,OM,0.5,1.392692878617964,0.0
1.0,0.5,4.0,2.0,4.0,OM,0.5,1.392692878617964,OM,0.5,1.392692878617964,0.0
1.0,0.5,4.0,2.0,4.5,OM,0.5,1.392692878617964,OM,0.5,1.392692878617964,0.0
1.0,0.5,4.0,2.0,5.0,OM,0.5,1.392692878617964,OM,0.5,1.392692878617964,0.0
1.0,0.5,4.0,2.0,5.5,OM,0.5,1.392692878617964,OM,0.5,1.392692878617964,0.0
1.0,0.5,4.0,2.0,6.0,OM,0.5,1.392692878617964,OM,0.5,1.392692878617964,0.0
1.0,0.5,4.0,2.0,6.5,OM,0.5,1.392692878617964,OM,0.5,1.392692878617964,0.0
1.0,0.5,4.0,2.0,7.0,OM,0.5,1.392692878617964,OM,0.5,1.392692878617964,0.0
1.0,0.5,4.0,2.0,7.5,OM,0.5,1.392692878617964,OM,0.5,1.392692878617964,0.0
1.0,0.5,4.0,4.0,0.0,none,0.0,1.442895927136219,none,0.0,1.442895927136219,0.0
1.0,0.5,4.0,4.0,0.5,OM,0.5,1.392692878617964,OM,0.5,1.392692878617964,0.0
1.0,0.5,4.0,4.0,1.0,OM,0.5,1.392692878617964,OM,0.5,1.392692878617964,0.0
1.0,0.5,4.0,4.0,1.5,OM,0.5,1.392692878617964,OM,0.5,1.392692878617964,0.0
1.0,0.5,4.0,4.0,4.0,OM,0.5,1.392692878617964,OM,0.5,1.392692878617964,0.0
1.0,0.5,4.0,4.0,4.5,OM,0.5,1.392692878617964,OM,0.5,1.392692878617964,0.0
1.0,0.5,4.0,4.0,5.0,OM,0.5,1.392692878617964,OM,0.5,1.392692878617964,0.0
1.0,0.5,4.0,4.0,5.5,OM,0.5,1.392692878617964,OM,0.5,1.392692878617964,0.0
1.0,0.5,4.0,4.0,8.0,OM,0.5,1.392692878617964,OM,0.5,1.392692878617964,0.0
1.0,0.5,4.0,4.0,8.5,OM,0.5,1.392692878617964,OM,0.5,1.392692878617964,0.0
1.0,0.5,4.0,4.0,9.0,OM,0.5,1.392692878617964,OM,0.5,1.392692878617964,0.0
1.0,0.5,4.0,4.0,9.5,OM,0.5,1.392692878617964,OM,0.5,1.392692878617964,0.0
1.0,1.0,0.5,0.5,0.0,none,0.0,1.442895927136219,none,0.0,1.442895927136219,0.0
1.0,1.0,0.5,0.5,0.5,none,0.0,1.442895927136219,none,0.0,1.442895927136219,0.0
1.0,1.0,0.5,0.5,1.0,OM,1.0,1.392692878617964,OM,1.0,1.392692878617964,0.0
1.0,1.0,0.5,0.5,1.5,OM,1.0,1.392692878617964,OM,1.0,1.392692878617964,0.0
1.0,1.0,0.5,0.5,2.0,OM,1.0,1.392692878617964,OM,1.0,1.392692878617964,0.0
1.0,1.0,0.5,0.5,2.5,OM,1.0,1.392692878617964,OM,1.0,1.392692878617964,0.0
1.0,1.0,0.5,0.5,3.0,OM,1.0,1.392692878617964,OM,1.0,1.392692878617964,0.0
1.0,1.0,0.5,1.0,0.0,none,0.0,1.442895927136219,none,0.0,1.442895927136219,0.0
1.0,1.0,0.5,1.0,0.5,none,0.0,1.442895927136219,none,0.0,1.442895927136219,0.0
1.0,1.0,0.5,1.0,1.0,OM,1.0,1.392692878617964,OM,1.0,1.392692878617964,0.0
1.0,1.0,0.5,1.0,1.5,OM,1.0,1.392692878617964,OM,1.0,1.392692878617964,0.0
1.0,1.0,0.5,1.0,2.0,OM,1.0,1.392692878617964,OM,1.0,1.392692878617964,0.0
1.0,1.0,0.5,1.0,2.5,OM,1.0,1.392692878617964,OM,1.0,1.392692878617964,0.0
1.0,1.0,0.5,1.0,3.0,OM,1.0,1.392692878617964,OM,1.0,1.392692878617964,0.0
1.0,1.0,0.5,1.0,3.5,OM,1.0,1.392692878617964,OM,1.0,1.392692878617964,0.0
1.0,1.0,0.5,2.0,0.0,none,0.0,1.442895927136219,none,0.0,1.442895927136219,0.0
1.0,1.0,0.5,2.0,0.5,none,0.0,1.442895927136219,none,0.0,1.442895927136219,0.0
1.0,1.0,0.5,2.0,1.0,OM,1.0,1.392692878617964,OM,1.0,1.392692878617964,0.0
1.0,1.0,0.5,2.0,1.5,OM,1.0,1.392692878617964,OM,1.0,1.392692878617964,0.0
1.0,1.0,0.5,2.0,2.0,OM,1.0,1.392692878617964,OM,1.0,1.392692878617964,0.0
1.0,1.0,0.5,2.0,2.5,OM,1.0,1.392692878617964,OM,1.0,1.392692878617964,0.0
1.0,1.0,0.5,2.0,3.0,OM,1.0,1.392692878617964,OM,1.0,1.392692878617964,0.0
1.0,1.0,0.5,2.0,3.5,OM,1.0,1.392692878617964,OM,1.0,1.392692878617964,0.0
1.0,1.0,0.5,2.0,4.0,OM,1.0,1.392692878617964,OM,1.0,1.392692878617964,0.0
1.0,1.0,0.5,2.0,4.5,OM,1.0,1.392692878617964,OM,1.0,1.392692878617964,0.0
1.0,1.0,0.5,4.0,0.0,none,0.0,1.442895927136219,none,0.0,1.442895927136219,0.0
1.0,1.0,0.5,4.0,0.5,none,0.0,1.442895927136219,none,0.0,1.442895927136219,0.0
1.0,1.0,0.5,4.0,1.0,OM,1.0,1.392692878617964,OM,1.0,1.392692878617964,0.0
1.0,1.0,0.5,4.0,1.5,OM,1.0,1.392692878617964,OM,1.0,1.392692878617964,0.0
1.0,1.0,0.5,4.0,2.0,OM,1.0,1.392692878617964,OM,1.0,1.392692878617964,0.0
1.0,1.0,0.5,4.0,2.5,OM,1.0,1.392692878617964,OM,1.0,1.392692878617964,0.0
1.0,1.0,0.5,4.0,4.0,OM,1.0,1.392692878617964,OM,1.0,1.392692878617964,0.0
1.0,1.0,0.5,4.0,4.5,OM,1.0,1.392692878617964,OM,1.0,1.392692878617964,0.0
1.0,1.0,0.5,4.0,5.0,OM,1.0,1.392692878617964,OM,1.0,1.392692878617964,0.0
1.0,1.0,0.5,4.0,5.5,OM,1.0,1.392692878617964,OM,1.0,1.392692878617964,0.0
1.0,1.0,0.5,4.0,6.0,OM,1.0,1.392692878617964,OM,1.0,1.392692878617964,0.0
1.0,1.0,0.5,4.0,6.5,OM,1.0,1.392692878617964,OM,1.0,1.392692878617964,0.0
1.0,1.0,1.0,0.5,0.0,none,0.0,1.442895927136219,none,0.0,1.442895927136219,0.0
1.0,1.0,1.0,0.5,0.5,none,0.0,1.442895927136219,none,0.0,1.442895927136219,0.0
1.0,1.0,1.0,0.5,1.0,OM,1.0,1.392692878617964,OM,1.0,1.392692878617964,0.0
1.0,1.0,1.0,0.5,1.5,OM,1.0,1.392692878617964,OM,1.0,1.392692878617964,0.0
1.0,1.0,1.0,0.5,2.0,OM,1.0,1.392692878617964,OM,1.0,1.392692878617964,0.0
1.0,1.0,1.0,0.5,2.5,OM,1.0,1.392692878617964,OM,1.0,1.392692878617964,0.0
1.0,1.0,1.0,0.5,3.0,OM,1.0,1.392692878617964,OM,1.0,1.392692878617964,0.0
1.0,1.0,1.0,0.5,3.5,OM,1.0,1.392692878617964,OM,1.0,1.392692878617964,0.0
1.0,1.0,1.0,1.0,0.0,none,0.0,1.442895927136219,none,0.0,1.442895927136219,0.0
1.0,1.0,1.0,1.0,1.0,OM,1.0,1.392692878617964,OM,1.0,1.392692878617964,0.0
1.0,1.0,1.0,1.0,2.0,OM,1.0,1.392692878617964,OM,1.0,1.392692878617964,0.0
1.0,1.0,1.0,1.0,3.0,OM,1.0,1.392692878617964,OM,1.0,1.392692878617964,0.0
1.0,1.0,1.0,1.0,4.0,OM,1.0,1.392692878617964,OM,1.0,1.392692878617964,0.0
1.0,1.0,1.0,2.0,0.0,none,0.0,1.442895927136219,none,0.0,1.442895927136219,0.0
1.0,1.0,1.0,2.0,1.0,OM,1.0,1.392692878617964,OM,1.0,1.392692878617964,0.0
1.0,1.0,1.0,2.0,2.0,OM,1.0,1.392692878617964,OM,1.0,1.392692878617964,0.0
1.0,1.0,1.0,2.0,3.0,OM,1.0,1.392692878617964,OM,1.0,1.392692878617964,0.0
1.0,1.0,1.0,2.0,4.0,OM,1.0,1.392692878617964,OM,1.0,1.392692878617964,0.0
1.0,1.0,1.0,2.0,5.0,OM,1.0,1.392692878617964,OM,1.0,1.392692878617964,0.0
1.0,1.0,1.0,4.0,0.0,none,0.0,1.442895927136219,none,0.0,1.442895927136219,0.0
